Order_ID,Order_Date,Region,Sales_Rep,Product_Category,Product_Name,Customer_Segment,Quantity,Unit_Price,Discount_Rate,Revenue,Deal_Status,Channel
ORD-10224,10/21/2024,East,James Carter,Consulting,Audit Package,startup,8,4165.02,,24656.92,won,Online
ORD-10416,06/26/2024,NORTH,Ethan Ross,Hardware,ServerX,Startup,31,2362.61,0.3,51268.64,LOST,Online
ORD-10101,03-12-2024,West,James Carter,Software,CloudDash,startup,32,3576.39,0.16,96133.36,won,online
ORD-10939,25-12-2022,central,Nina Torres,Services,Migration,smb,13,253.44,0.18,2701.67,lost,direct
ORD-10889,"January 08, 2022",NORTH,Zoe Nguyen,Subscriptions,Basic Plan,SMB,27,3497.41,0.27,68933.95,Lost,Direct
ORD-10153,09/15/2023,NORTH,Nina Torres,Hardware,Switch Pro,enterprise,13,3193.53,0.19,33627.87,lost,referral
ORD-10586,19-12-2022,North,Sophia Lee,Hardware,NAS Drive,,9,1088.71,,6466.94,lost,referral
ORD-10836,28/01/2022,NORTH,Nina Torres,Services,Training,Startup,42,150000.0,0.2,47575.58,Lost,DIRECT
ORD-10030,"October 31, 2022",NORTH,James Carter,Services,Onboarding,Startup,500,1285.17,0.04,54285.58,Lost,
ORD-10874,26/11/2022,west,Mia Fernandez,Subscriptions,Pro Plan,ENTERPRISE,19,1833.57,0.3,24386.48,LOST,referral
ORD-10820,2023-12-25,EAST,Zoe Nguyen,Consulting,Audit Package,enterprise,44,1286.34,0.19,45845.16,LOST,partner
ORD-10143,05/22/2024,West,Nina Torres,Consulting,Roadmap Workshop,Startup,28,1409.05,0.34,26039.24,In Progress,DIRECT
ORD-10259,08-12-2022,NORTH,Derek Stone,Software,AutoSync,startup,34,366.17,0.25,9337.34,lost,Referral
ORD-10236,11/10/2024,west,Sophia Lee,Subscriptions,Pro Plan,,49,255.97,0.25,9406.9,PENDING,Partner
ORD-10627,08/01/2023,north,Liam Brooks,Services,Migration,startup,15,152.64,0.01,2266.7,In Progress,Online
ORD-10811,15-11-2023,NORTH,Aisha Patel,Services,Onboarding,,25,4761.33,0.27,86894.27,Lost,Online
ORD-10625,"January 07, 2022",South,Derek Stone,Services,Onboarding,enterprise,16,2606.01,0.34,27519.47,WON,referral
ORD-10174,2022-10-09,west,Marcus Webb,Consulting,Audit Package,SMB,21,1462.81,0.02,30104.63,lost,partner
ORD-10064,2023-09-15,South,Sophia Lee,Subscriptions,Enterprise Plan,SMB,25,2280.05,0.15,48451.06,PENDING,direct
ORD-10892,08/21/2022,West,Liam Brooks,Services,Support Plan,startup,19,4233.2,0.24,61127.41,Pending,partner
ORD-10213,06/28/2022,EAST,Zoe Nguyen,Subscriptions,Basic Plan,Enterprise,23,2793.39,0.21,50755.9,won,Referral
ORD-10592,05/18/2024,west,Aisha Patel,Consulting,Audit Package,enterprise,8,2622.65,0.17,17414.4,pending,direct
ORD-10879,"September 22, 2022",East,Ethan Ross,Subscriptions,Pro Plan,enterprise,33,2277.96,,51869.15,,direct
ORD-10288,06/09/2022,East,Nina Torres,Hardware,ServerX,Startup,1,1362.8,0.09,1240.15,pending,Direct
ORD-10716,"October 29, 2022",south,Mia Fernandez,Services,Training,Enterprise,38,3305.5,0.05,119328.55,PENDING,Online
ORD-10936,20/12/2023,south,Zoe Nguyen,Services,Migration,Enterprise,20,3565.28,0.31,49200.86,LOST,Referral
ORD-10326,08-02-2024,west,Mia Fernandez,Software,CRM Pro,Enterprise,45,623.16,0.16,23555.45,Won,referral
ORD-10725,2023-05-16,Central,Mia Fernandez,Hardware,Switch Pro,ENTERPRISE,16,313.63,0.28,3613.02,LOST,referral
ORD-10644,2024-03-27,North,Aisha Patel,Hardware,Edge Router,smb,8,1527.81,0.28,8800.19,WON,Online
ORD-10389,"July 19, 2023",South,,Subscriptions,Basic Plan,Startup,36,2444.61,0.35,57203.87,PENDING,Online
ORD-10753,02/12/2024,South,,Hardware,ServerX,Enterprise,2,4946.99,0.12,8706.7,Pending,partner
ORD-10125,19/09/2022,north,Liam Brooks,Subscriptions,Basic Plan,Startup,12,4758.29,0.12,50247.54,lost,online
ORD-10792,08/31/2023,West,Zoe Nguyen,Hardware,Switch Pro,ENTERPRISE,39,1634.69,0.18,52277.39,Won,Partner
ORD-10464,"October 04, 2022",NORTH,Mia Fernandez,Hardware,ServerX,enterprise,0,4205.64,0.05,83902.52,WON,Partner
ORD-10676,28/12/2024,South,Nina Torres,Services,Support Plan,startup,48,1275.78,0.11,54501.32,PENDING,partner
ORD-10606,15/05/2024,west,Liam Brooks,Services,Migration,Enterprise,25,2873.25,0.11,63929.81,LOST,partner
ORD-10319,"September 04, 2023",North,Marcus Webb,Hardware,Switch Pro,startup,30,758.96,0.3,15938.16,In Progress,Referral
ORD-10466,01/07/2023,Central,Mia Fernandez,Hardware,NAS Drive,SMB,23,443.4,0.27,,Won,online
ORD-10859,27/04/2024,central,Nina Torres,Hardware,NAS Drive,startup,36,2510.66,0.19,73210.85,Pending,Referral
ORD-10403,"July 17, 2023",NORTH,Ethan Ross,Services,Support Plan,ENTERPRISE,34,4006.39,0.17,113060.33,Won,direct
ORD-10771,"November 09, 2024",central,Nina Torres,Software,CloudDash,SMB,31,220.81,0.28,4928.48,Lost,partner
ORD-10275,2023-11-11,North,Zoe Nguyen,Software,CloudDash,startup,2,1944.51,0.15,3305.67,pending,direct
ORD-10638,"August 14, 2024",north,,Software,AutoSync,start-up,32,606.83,0.25,14563.92,pending,Online
ORD-10646,2024-05-16,EAST,Nina Torres,Subscriptions,Pro Plan,,3,2591.04,0.34,5130.26,won,Direct
ORD-10778,"April 17, 2024",central,Mia Fernandez,Software,CRM Pro,smb,25,667.17,0.02,16345.66,won,Direct
ORD-10849,2023-01-20,NORTH,,Consulting,Audit Package,startup,47,2657.55,0.25,93678.64,won,Partner
ORD-10427,12/03/2024,West,Liam Brooks,Services,Support Plan,Enterprise,34,654.6,0.17,18472.81,PENDING,Partner
ORD-10343,2024-04-18,,Mia Fernandez,Hardware,ServerX,startup,30,4131.54,0.07,115269.97,Lost,DIRECT
ORD-10729,"September 19, 2023",EAST,,Hardware,Switch Pro,enterprise,49,465.94,0.16,19178.09,WON,direct
ORD-10806,11/11/2024,north,James Carter,Hardware,NAS Drive,,14,4789.24,0.21,52968.99,lost,Partner
ORD-10696,11-11-2024,North,Marcus Webb,Subscriptions,Pro Plan,enterprise,45,658.74,0.05,28161.13,Pending,direct
ORD-10462,2022-10-09,EAST,Ethan Ross,Subscriptions,Pro Plan,SMB,10,2161.0,0.11,19232.9,In Progress,Referral
ORD-10374,06/12/2022,NORTH,Zoe Nguyen,Hardware,NAS Drive,start-up,3,1133.15,0.17,2821.54,LOST,online
ORD-10135,2024-07-25,north,Zoe Nguyen,Subscriptions,Enterprise Plan,SMB,19,2174.73,0.22,32229.5,WON,Partner
ORD-10623,2023-07-16,West,Zoe Nguyen,Consulting,Roadmap Workshop,startup,11,3507.49,0.18,31637.56,won,DIRECT
ORD-10317,10-01-2023,central,Sophia Lee,Hardware,NAS Drive,smb,22,1889.83,0.2,33261.01,Pending,online
ORD-10247,"April 25, 2023",central,Sophia Lee,Software,DataVault,start-up,9,2988.71,0.18,22056.68,,partner
ORD-10301,2022-05-18,EAST,Ethan Ross,Consulting,Audit Package,start-up,45,3134.14,0.18,115649.77,Won,Online
ORD-10287,12/03/2024,North,Marcus Webb,Subscriptions,Enterprise Plan,SMB,7,4686.6,0.05,31165.89,,Partner
ORD-10356,12/01/2023,north,Ethan Ross,Hardware,Edge Router,enterprise,15,4422.81,0.23,51083.46,LOST,DIRECT
ORD-10727,08-11-2024,West,Ethan Ross,Consulting,Audit Package,Startup,45,2442.32,0.33,73635.95,PENDING,Online
ORD-10953,01/01/2022,Central,Sophia Lee,Subscriptions,Basic Plan,SMB,31,172.05,0.18,4373.51,won,Referral
ORD-10578,08/07/2024,North,James Carter,Hardware,Switch Pro,start-up,42,3346.27,,126489.01,won,Online
ORD-10662,"July 26, 2022",West,Derek Stone,Hardware,ServerX,Enterprise,17,1817.37,0.06,29041.57,LOST,Referral
ORD-10852,01-12-2022,East,Zoe Nguyen,Hardware,ServerX,smb,8,154.98,0.02,,PENDING,Direct
ORD-10612,07/06/2024,central,James Carter,Subscriptions,Pro Plan,start-up,16,794.84,0.24,9665.25,WON,Online
ORD-10375,09-05-2022,East,Aisha Patel,Software,AutoSync,startup,30,4413.68,0.01,131086.3,pending,Partner
ORD-10146,09/10/2022,East,Liam Brooks,Services,Training,SMB,2,3691.59,0.17,6128.04,won,Direct
ORD-10514,2024-01-22,North,,Consulting,Strategy Session,start-up,10,3664.42,0.18,30048.24,won,online
ORD-10797,2023-02-05,East,Mia Fernandez,Software,CloudDash,startup,4,525.44,0.34,1387.16,WON,online
ORD-10441,2024-05-24,NORTH,Marcus Webb,Subscriptions,Enterprise Plan,Startup,35,4992.25,0.16,146772.15,WON,Direct
ORD-10913,22/04/2023,north,Liam Brooks,Services,Support Plan,SMB,36,1426.34,,0.0,won,direct
ORD-10140,2023-06-03,central,Aisha Patel,Services,Onboarding,Startup,8,4006.74,0.15,27245.83,lost,Direct
ORD-10884,2024-02-18,East,Liam Brooks,Consulting,Strategy Session,SMB,49,3434.17,0.09,153129.64,Won,DIRECT
ORD-10615,2024-05-14,South,Marcus Webb,Services,Onboarding,smb,43,2776.0,0.23,91913.36,lost,online
ORD-10910,14/02/2023,East,Nina Torres,Software,DataVault,Enterprise,17,2955.0,0.1,45211.5,,Partner
ORD-10735,22/11/2024,,Zoe Nguyen,Consulting,Strategy Session,Startup,28,3862.15,0.24,82186.55,Lost,partner
ORD-10494,"March 16, 2022",EAST,Ethan Ross,Software,AutoSync,Enterprise,6,1699.78,0.31,7037.09,In Progress,referral
ORD-10026,05/21/2022,East,Derek Stone,Hardware,Switch Pro,Enterprise,20,4662.19,,,PENDING,direct
ORD-10155,2022-03-26,north,James Carter,Subscriptions,Enterprise Plan,SMB,27,3109.64,0.01,83120.68,In Progress,online
ORD-10872,11-03-2024,NORTH,Sophia Lee,Services,Onboarding,ENTERPRISE,38,3990.54,0.17,125861.63,Won,DIRECT
ORD-10383,"December 03, 2023",Central,Mia Fernandez,Software,CloudDash,startup,7,131.99,0.18,757.62,WON,DIRECT
ORD-10648,11/01/2022,central,Derek Stone,Hardware,Edge Router,smb,4,2777.42,0.32,7554.58,In Progress,Direct
ORD-10671,16-09-2023,East,James Carter,Services,Support Plan,startup,42,1065.41,0.19,36245.25,pending,
ORD-10893,14-06-2024,Central,Sophia Lee,Software,CRM Pro,Enterprise,27,0.0,0.26,11252.54,In Progress,Online
ORD-10369,19/09/2023,NORTH,,Subscriptions,Pro Plan,startup,1,1600.41,0.27,1168.3,WON,referral
ORD-10873,18-03-2022,NORTH,Marcus Webb,Consulting,Roadmap Workshop,enterprise,14,4047.01,0.23,43626.77,Lost,online
ORD-10099,2022-08-14,NORTH,James Carter,Services,Training,Enterprise,17,309.38,0.26,3892.0,WON,Referral
ORD-10366,24-06-2022,South,Nina Torres,Hardware,NAS Drive,ENTERPRISE,15,3103.58,0.09,42363.87,WON,referral
ORD-10810,2023-05-22,south,Sophia Lee,Subscriptions,Enterprise Plan,startup,22,3218.88,0.13,61609.36,won,partner
ORD-10166,03/05/2024,south,,Subscriptions,Pro Plan,SMB,38,2428.22,0.18,75663.34,,Online
ORD-10758,03/06/2024,East,Marcus Webb,Services,Migration,enterprise,2,3062.24,0.2,4899.58,LOST,online
ORD-10023,"April 27, 2023",north,Mia Fernandez,Hardware,ServerX,enterprise,43,2939.18,0.18,,Pending,Direct
ORD-10541,2022-05-10,south,Marcus Webb,Consulting,Roadmap Workshop,Startup,11,2221.37,0.32,16615.85,PENDING,Direct
ORD-10204,14-12-2024,East,Derek Stone,Consulting,Audit Package,startup,37,1253.88,0.24,35259.11,,partner
ORD-10033,09/18/2023,South,James Carter,Hardware,Switch Pro,smb,50,1431.67,0.22,,won,direct
ORD-10889,"January 08, 2022",NORTH,Zoe Nguyen,Subscriptions,Basic Plan,SMB,27,3497.41,0.27,68933.95,Lost,Direct
ORD-10553,05/26/2024,South,Nina Torres,Consulting,Roadmap Workshop,ENTERPRISE,1,2117.97,0.02,2075.61,In Progress,Referral
ORD-10357,10-11-2023,south,Aisha Patel,Subscriptions,Enterprise Plan,Enterprise,43,1762.74,0.08,69733.99,won,
ORD-10865,"November 22, 2023",central,James Carter,Services,Support Plan,Enterprise,39,3768.11,0.18,120504.16,Won,Online
ORD-10930,15/03/2022,south,Aisha Patel,Software,AutoSync,,45,3593.33,0.14,139061.87,In Progress,partner
ORD-10513,"July 10, 2024",East,Aisha Patel,Hardware,ServerX,start-up,46,2533.56,0.14,100227.63,,Referral
ORD-10009,2024-10-07,North,Sophia Lee,Hardware,NAS Drive,startup,5,1954.6,0.21,7720.67,In Progress,Online
ORD-10010,16/08/2024,south,Ethan Ross,Software,AutoSync,Startup,19,2202.09,0.16,35145.36,,online
ORD-10079,05/05/2023,EAST,Aisha Patel,Consulting,Audit Package,start-up,25,4942.65,0.28,88967.7,Pending,online
ORD-10565,22/09/2024,central,Ethan Ross,Subscriptions,Pro Plan,smb,9,4496.5,0.11,36016.97,In Progress,Partner
ORD-10332,19-08-2023,,Nina Torres,Consulting,Strategy Session,Enterprise,9,3333.61,0.06,28202.34,Won,Online
ORD-10118,2022-11-10,NORTH,Zoe Nguyen,Consulting,Roadmap Workshop,Startup,10,2226.83,0.16,18705.37,LOST,Referral
ORD-10916,06/02/2022,North,Zoe Nguyen,Services,Migration,Enterprise,34,243.65,,6378.76,PENDING,direct
ORD-10234,"January 20, 2022",NORTH,Aisha Patel,Consulting,Audit Package,start-up,46,4207.46,0.17,160640.82,Pending,
ORD-10711,2024-06-24,south,Mia Fernandez,Consulting,Strategy Session,Enterprise,4,1509.84,0.13,5254.24,PENDING,Partner
ORD-10532,"March 19, 2022",south,,Services,Onboarding,start-up,28,2049.37,0.25,43036.77,pending,Direct
ORD-10289,19-05-2022,south,Sophia Lee,Software,CloudDash,start-up,11,4428.53,0.17,40432.48,Pending,DIRECT
ORD-10216,07-06-2022,south,Aisha Patel,Consulting,Audit Package,,20,83.5,0.14,,WON,Direct
ORD-10049,2023-01-08,south,Liam Brooks,Services,Migration,Startup,49,4404.22,0.1,194226.1,LOST,Online
ORD-10707,2023-10-10,EAST,Aisha Patel,Services,Onboarding,,5,4589.13,0.07,21339.45,Pending,Online
ORD-10556,29/07/2024,Central,James Carter,Consulting,Strategy Session,startup,24,3152.71,0.25,56748.78,,DIRECT
ORD-10877,28/07/2023,East,Nina Torres,Software,DataVault,start-up,31,4893.49,,110739.68,lost,Referral
ORD-10756,03-04-2024,North,Liam Brooks,Hardware,NAS Drive,,42,3138.35,0.02,,lost,referral
ORD-10596,2022-12-12,East,Aisha Patel,Services,Migration,enterprise,28,3639.74,0.1,91721.45,Lost,Direct
ORD-10144,2022-04-28,central,Liam Brooks,Services,Support Plan,Enterprise,39,3406.54,0.15,112926.8,WON,direct
ORD-10712,16/07/2022,,Aisha Patel,Subscriptions,Pro Plan,startup,28,4405.69,,96220.27,pending,referral
ORD-10860,26/12/2024,South,Liam Brooks,Software,DataVault,enterprise,24,64.19,0.35,1001.36,Lost,direct
ORD-10769,2023-01-24,North,Ethan Ross,Services,Migration,startup,48,1897.07,0.17,75579.27,Pending,partner
ORD-10333,"January 03, 2024",Central,Derek Stone,Software,AutoSync,ENTERPRISE,26,2031.24,0.16,44362.28,won,Referral
ORD-10112,15-12-2024,North,Aisha Patel,Consulting,Strategy Session,SMB,14,3848.38,0.27,39330.44,lost,Online
ORD-10425,"January 31, 2024",North,Nina Torres,Software,CRM Pro,smb,5,2738.8,0.06,12872.36,Pending,partner
ORD-10538,"October 17, 2022",central,James Carter,Consulting,Strategy Session,ENTERPRISE,12,3181.67,0.32,25962.43,Won,referral
ORD-10818,"September 13, 2022",North,,Hardware,ServerX,,48,1758.05,0.35,54851.16,PENDING,Online
ORD-10497,19/12/2023,East,Derek Stone,Hardware,Switch Pro,SMB,5,1591.32,0.31,5490.05,WON,Partner
ORD-10338,09-05-2023,south,James Carter,Subscriptions,Enterprise Plan,startup,16,440.21,0.16,5916.42,Pending,DIRECT
ORD-10576,"September 14, 2023",west,Nina Torres,Software,CRM Pro,Enterprise,500,4576.33,0.15,159485.1,Pending,Online
ORD-10920,2023-06-16,,James Carter,Services,Training,Startup,25,1386.06,0.06,32572.41,In Progress,online
ORD-10754,2023-01-29,South,Sophia Lee,Hardware,NAS Drive,Enterprise,33,583.03,0.11,17123.59,Pending,Referral
ORD-10581,05-10-2022,NORTH,James Carter,Services,Migration,Startup,19,1493.74,0.22,22137.23,Won,online
ORD-10351,05/04/2023,EAST,Aisha Patel,Subscriptions,Enterprise Plan,Enterprise,25,2112.0,0.28,38016.0,Pending,DIRECT
ORD-10660,21/04/2023,South,Mia Fernandez,Services,Migration,ENTERPRISE,47,3571.36,0.34,110783.59,lost,Partner
ORD-10666,01/11/2024,south,Zoe Nguyen,Subscriptions,Enterprise Plan,enterprise,42,1850.5,0.29,55181.91,WON,Online
ORD-10390,"December 07, 2023",NORTH,Sophia Lee,Hardware,NAS Drive,enterprise,33,2032.78,0.12,59031.93,Lost,Online
ORD-10850,25/01/2022,north,Liam Brooks,Consulting,Strategy Session,Enterprise,9,1279.3,0.03,11168.29,Won,Online
ORD-10605,02/10/2023,north,Sophia Lee,Services,Training,ENTERPRISE,35,1664.28,0.16,48929.83,Won,Referral
ORD-10322,19/03/2022,South,Nina Torres,Software,DataVault,Enterprise,41,3681.34,0.08,138860.14,Won,Online
ORD-10501,11-01-2023,East,Zoe Nguyen,Consulting,Strategy Session,start-up,23,2419.33,0.3,38951.21,won,Partner
ORD-10418,27-09-2023,West,Ethan Ross,Hardware,Edge Router,smb,27,1336.04,0.11,32105.04,LOST,Partner
ORD-10837,2022-06-28,NORTH,Mia Fernandez,Software,DataVault,SMB,7,420.65,0.19,2385.09,pending,Direct
ORD-10183,2022-08-18,west,Ethan Ross,Hardware,NAS Drive,ENTERPRISE,34,2237.11,0.24,57806.92,,Online
ORD-10367,08/23/2022,central,Mia Fernandez,Software,CRM Pro,smb,17,536.1,0.25,6835.28,won,Direct
ORD-10372,2024-11-04,,Mia Fernandez,Consulting,Strategy Session,smb,35,2386.91,0.27,60985.55,PENDING,Referral
ORD-10342,05-01-2022,East,Derek Stone,Subscriptions,Enterprise Plan,enterprise,11,2487.49,0.29,9999999.0,Won,Online
ORD-10306,07/02/2022,West,Aisha Patel,Consulting,Roadmap Workshop,Startup,33,3967.88,0.02,,Won,Direct
ORD-10217,18-02-2024,West,Nina Torres,Consulting,Audit Package,Startup,45,1044.21,0.11,41820.61,In Progress,Direct
ORD-10940,05/12/2023,north,Liam Brooks,Consulting,Audit Package,enterprise,32,4639.8,0.05,141049.92,,Online
ORD-10037,04-04-2024,west,Marcus Webb,Hardware,Edge Router,ENTERPRISE,37,1539.7,0.19,46144.81,In Progress,
ORD-10313,"August 10, 2022",north,Nina Torres,Services,Training,smb,42,3569.91,0.31,103455.99,lost,online
ORD-10570,05-11-2024,central,Derek Stone,Consulting,Roadmap Workshop,ENTERPRISE,47,4539.06,0.15,181335.45,In Progress,Referral
ORD-10188,2023-04-02,North,Derek Stone,Consulting,Roadmap Workshop,startup,16,2330.1,0.05,35417.52,Lost,referral
ORD-10461,23-10-2024,North,Derek Stone,Consulting,Roadmap Workshop,smb,10,1741.84,0.14,14979.82,Lost,Online
ORD-10036,08-02-2023,EAST,Sophia Lee,Services,Training,enterprise,33,1580.96,0.14,44867.64,lost,Referral
ORD-10680,2024-12-19,South,Zoe Nguyen,Consulting,Roadmap Workshop,ENTERPRISE,24,4612.4,0.04,106269.7,PENDING,Partner
ORD-10927,16-07-2024,south,Sophia Lee,Subscriptions,Pro Plan,startup,10,2014.79,,17125.72,Lost,DIRECT
ORD-10853,2023-08-31,west,Liam Brooks,Hardware,NAS Drive,Enterprise,28,1957.65,0.12,48236.5,Lost,Direct
ORD-10614,"April 29, 2023",South,Sophia Lee,Hardware,ServerX,SMB,30,2452.64,0.35,47826.48,lost,online
ORD-10547,2024-07-17,north,James Carter,Subscriptions,Basic Plan,,33,624.52,0.31,14220.32,pending,Online
ORD-10233,21/12/2022,NORTH,Zoe Nguyen,Services,Support Plan,Startup,40,315.38,0.13,10975.22,pending,online
ORD-10502,02-08-2023,Central,Mia Fernandez,Hardware,ServerX,startup,21,2802.94,,57684.51,won,partner
ORD-10438,"March 04, 2023",north,Zoe Nguyen,Software,CloudDash,Startup,40,1365.79,0.01,54085.28,Won,referral
ORD-10566,06/17/2023,West,Nina Torres,Services,Support Plan,Startup,30,4783.26,0.22,111928.28,lost,partner
ORD-10804,2023-06-10,north,Sophia Lee,Subscriptions,Pro Plan,ENTERPRISE,43,50.42,0.11,1929.57,Pending,partner
ORD-10065,28-05-2024,Central,Mia Fernandez,Software,DataVault,SMB,43,451.88,0.08,17876.37,lost,Online
ORD-10527,21/03/2023,central,Sophia Lee,Software,DataVault,startup,12,4485.21,,40905.12,In Progress,online
ORD-10163,09/01/2022,north,Liam Brooks,Services,Training,ENTERPRISE,39,2570.16,0.18,82193.72,Lost,Partner
ORD-10263,02/09/2022,central,James Carter,Hardware,ServerX,startup,30,4336.86,0.27,94977.23,,
ORD-10847,03/20/2024,West,Aisha Patel,Consulting,Strategy Session,start-up,32,948.49,,28530.58,won,Partner
ORD-10399,16-04-2023,EAST,Nina Torres,Subscriptions,Enterprise Plan,smb,19,510.4,0.24,7370.18,Lost,online
ORD-10235,19/06/2022,North,Aisha Patel,Services,Training,SMB,19,882.63,0.16,,PENDING,referral
ORD-10175,03/07/2022,South,Ethan Ross,Software,CloudDash,ENTERPRISE,26,3950.41,0.07,95520.91,Won,Referral
ORD-10228,"February 09, 2023",Central,Liam Brooks,Consulting,Roadmap Workshop,SMB,18,3774.01,0.28,48911.17,Lost,partner
ORD-10555,"January 26, 2022",South,Marcus Webb,Services,Support Plan,enterprise,31,3361.73,0.06,97960.81,Won,direct
ORD-10071,"November 28, 2024",south,Marcus Webb,Subscriptions,Enterprise Plan,start-up,31,1772.41,0.12,48351.34,won,Direct
ORD-10125,19/09/2022,north,Liam Brooks,Subscriptions,Basic Plan,Startup,12,4758.29,0.12,50247.54,lost,online
ORD-10089,05/29/2023,central,Sophia Lee,Software,CloudDash,Enterprise,24,3675.18,0.03,85558.19,In Progress,referral
ORD-10117,22/08/2022,west,Aisha Patel,Services,Support Plan,SMB,10,1317.04,0.06,12380.18,won,DIRECT
ORD-10321,"November 21, 2022",north,Marcus Webb,Subscriptions,Enterprise Plan,startup,28,4828.37,0.13,117619.09,Pending,Partner
ORD-10619,16-04-2024,Central,James Carter,Consulting,Roadmap Workshop,enterprise,35,2147.72,0.24,57129.35,LOST,DIRECT
ORD-10952,10/07/2022,central,Marcus Webb,Services,Training,Enterprise,40,3454.48,0.04,132652.03,pending,Partner
ORD-10536,"May 04, 2023",EAST,Sophia Lee,Subscriptions,Pro Plan,start-up,3,1729.46,0.12,4565.77,Won,DIRECT
ORD-10061,2023-08-03,South,Derek Stone,Hardware,NAS Drive,smb,46,2693.97,0.1,111530.36,Won,referral
ORD-10700,2024-06-30,East,Liam Brooks,Subscriptions,Pro Plan,ENTERPRISE,8,2340.33,,12544.17,Won,referral
ORD-10186,2022-05-04,West,James Carter,Services,Support Plan,ENTERPRISE,24,4964.64,0.13,103661.68,Pending,Direct
ORD-10869,2022-08-02,East,Mia Fernandez,Services,Support Plan,smb,35,577.0,,18781.35,WON,referral
ORD-10401,"January 25, 2023",South,Aisha Patel,Hardware,NAS Drive,SMB,16,4189.86,0.12,58993.23,Lost,Direct
ORD-10232,"November 12, 2024",EAST,Mia Fernandez,Hardware,Edge Router,startup,32,3195.73,0.24,77720.15,WON,Online
ORD-10649,2024-11-17,west,Liam Brooks,Consulting,Audit Package,smb,17,2948.56,0.27,36591.63,LOST,partner
ORD-10072,08/03/2022,East,Liam Brooks,Consulting,Roadmap Workshop,startup,3,2301.39,0.11,6144.71,PENDING,Partner
ORD-10924,03-08-2022,South,Mia Fernandez,Subscriptions,Pro Plan,start-up,33,573.02,0.05,17964.18,WON,direct
ORD-10270,08/05/2022,West,Zoe Nguyen,Services,Onboarding,,29,1576.12,0.09,41593.81,Lost,direct
ORD-10111,"June 24, 2024",south,Aisha Patel,Subscriptions,Pro Plan,startup,19,3407.18,0.21,51141.77,won,online
ORD-10745,12-12-2023,EAST,Mia Fernandez,Hardware,NAS Drive,ENTERPRISE,47,2188.78,0.13,89499.21,In Progress,partner
ORD-10914,03/06/2022,central,,Consulting,Audit Package,SMB,4,4023.49,0.17,13357.99,Lost,
ORD-10476,11/29/2022,NORTH,James Carter,Consulting,Audit Package,start-up,41,944.45,0.31,26718.49,lost,referral
ORD-10226,2023-10-16,south,James Carter,Software,AutoSync,enterprise,48,1257.37,0.06,56732.53,WON,Direct
ORD-10329,23/06/2023,South,Nina Torres,Consulting,Strategy Session,Enterprise,32,4556.27,0.24,110808.49,PENDING,online
ORD-10549,"May 01, 2023",South,Liam Brooks,Hardware,Edge Router,start-up,28,767.46,0.32,14612.44,Won,Referral
ORD-10699,"December 22, 2022",west,Zoe Nguyen,Consulting,Roadmap Workshop,enterprise,2,4468.23,0.29,6344.89,PENDING,Online
ORD-10195,2022-03-22,South,Mia Fernandez,Subscriptions,Pro Plan,SMB,20,4787.25,0.01,94787.55,LOST,Online
ORD-10336,2022-04-05,south,Nina Torres,Software,AutoSync,,43,3646.93,0.17,130158.93,Pending,Online
ORD-10768,"September 19, 2023",,Liam Brooks,Subscriptions,Basic Plan,Startup,46,2372.83,,103692.67,WON,Online
ORD-10763,21/02/2024,East,Marcus Webb,Consulting,Strategy Session,start-up,13,307.93,0.35,2602.01,won,DIRECT
ORD-10028,25/06/2023,West,Derek Stone,Software,CloudDash,,1,1701.1,0.05,1616.04,Won,Partner
ORD-10583,16/07/2022,Central,Nina Torres,Hardware,NAS Drive,smb,50,2450.25,0.12,107811.0,LOST,referral
ORD-10453,07/12/2023,central,James Carter,Services,Training,start-up,10,2230.29,0.32,15165.97,In Progress,Online
ORD-10480,08/03/2022,Central,,Services,Onboarding,enterprise,12,848.61,0.1,9164.99,Pending,partner
ORD-10137,04-02-2024,North,Nina Torres,Software,DataVault,enterprise,48,3795.56,0.05,173077.54,,referral
ORD-10542,03/25/2022,north,Mia Fernandez,Consulting,Strategy Session,start-up,9999,85.76,0.32,58.32,won,Referral
ORD-10747,"March 21, 2023",EAST,Ethan Ross,Software,CRM Pro,enterprise,50,3908.58,0.14,168068.94,PENDING,Referral
ORD-10463,"November 06, 2023",west,Marcus Webb,Hardware,NAS Drive,,20,3458.23,0.31,47723.57,WON,Partner
ORD-10393,27-11-2024,South,James Carter,Subscriptions,Enterprise Plan,ENTERPRISE,24,1234.32,0.0,29623.68,,direct
ORD-10382,09/13/2024,South,Liam Brooks,Subscriptions,Enterprise Plan,ENTERPRISE,43,2578.48,0.06,104222.16,In Progress,Online
ORD-10372,2024-11-04,,Mia Fernandez,Consulting,Strategy Session,smb,35,2386.91,0.27,60985.55,PENDING,Referral
ORD-10641,2023-11-05,south,Sophia Lee,Consulting,Roadmap Workshop,,10,192.93,0.16,1620.61,LOST,online
ORD-10656,"September 20, 2024",North,Zoe Nguyen,Subscriptions,Basic Plan,smb,26,302.06,0.0,7853.56,In Progress,Online
ORD-10918,"April 07, 2022",south,Zoe Nguyen,Consulting,Audit Package,enterprise,15,286.78,0.0,4301.7,Won,Online
ORD-10635,2022-09-28,,Ethan Ross,Consulting,Audit Package,enterprise,3,4893.66,0.17,,LOST,Partner
ORD-10507,01/01/2022,central,Marcus Webb,Consulting,Audit Package,start-up,14,3423.51,,,Lost,Referral
